#{"t_start": 1764352647.2985578, "env_id": "c4bd738f48c6788b43c9efaad90225f4-v0"}
r,l,t
224.363155,1000,338.957975
57.693085,1000,339.455515
160.319592,1000,339.946588
93.941498,1000,340.439772
225.994034,1000,340.922976
289.312318,1000,341.40374
163.803813,1000,341.888433
218.453888,1000,342.377522
255.392186,1000,342.85919
207.238788,1000,343.349895
208.752626,1000,343.845104
167.650585,1000,344.32712
134.695368,1000,344.802757
263.079908,1000,345.276429
172.677041,1000,345.750742
174.686773,1000,346.222724
149.111056,1000,346.700533
183.440192,1000,347.188665
161.749223,1000,347.668971
192.48441,1000,348.153703
72.019422,1000,348.550915
70.817638,1000,349.040286
94.532831,1000,349.521516
77.052043,1000,350.091789
137.831775,1000,350.694689
60.254398,1000,351.173355
140.905689,1000,351.652143
169.087243,1000,352.140548
121.953634,1000,352.827067
72.538068,1000,353.506777
167.27903,1000,353.9794
111.758141,1000,354.458011
177.5851,1000,354.933837
221.229919,1000,355.40716
153.761662,1000,355.910242
109.91033,1000,356.405718
141.717425,1000,356.900881
196.847897,1000,357.392255
144.754042,1000,357.883128
270.667812,1000,358.366302
83.437201,1000,358.858399
134.139527,1000,359.364383
83.597864,1000,359.772076
200.387931,1000,360.266741
133.41156,1000,360.760312
255.778432,1000,361.246615
217.538194,1000,361.733395
200.658684,1000,362.20509
333.852805,1000,362.675459
189.152844,1000,363.147362
176.305017,1000,363.624643
250.215953,1000,364.100347
188.499992,1000,364.580297
165.47246,1000,365.06386
143.056761,1000,365.546725
166.836587,1000,366.036209
166.415479,1000,366.523773
75.468849,1000,367.005522
171.402229,1000,367.488581
161.569262,1000,367.961304
145.247874,1000,368.444927
237.06579,1000,368.922632
112.401652,1000,369.407084
190.374921,1000,369.796295
180.744283,1000,370.288534
237.224236,1000,370.775486
85.955344,1000,371.252447
91.158199,1000,371.742532
247.149199,1000,372.224763
168.56487,1000,372.703715
212.366384,1000,373.183581
49.213428,1000,373.663571
76.359941,1000,374.141439
69.347505,1000,374.718238
75.559315,1000,375.195401
168.188048,1000,375.883662
90.088551,1000,376.556312
85.423427,1000,377.236148
82.43506,1000,377.91897
168.730986,1000,378.468309
81.401038,1000,378.954047
46.79751,1000,379.436345
193.587835,1000,379.916041
73.679863,1000,380.422148
69.932994,1000,380.825419
172.967785,1000,381.320353
168.997743,1000,381.801459
130.053545,1000,382.283817
200.349677,1000,382.77753
207.400731,1000,383.27161
261.391225,1000,383.74264
183.414471,1000,384.219221
191.505512,1000,384.713339
149.208759,1000,385.208914
192.92497,1000,385.69235
81.472856,1000,386.183559
204.620823,1000,386.66382
267.87245,1000,387.139899
146.992632,1000,387.628298
239.262098,1000,388.117855
263.873416,1000,388.604564
231.124093,1000,389.086451
186.627216,1000,389.710633
296.235616,1000,390.200565
181.07737,1000,390.686399
289.27736,1000,391.277938
222.04692,1000,391.787326
214.144133,1000,392.443364
119.875746,1000,393.147084
57.963868,1000,393.878006
94.768289,1000,394.613688
112.36447,1000,395.277662
296.0781,1000,395.938119
244.296591,1000,396.505937
63.015071,1000,396.985568
182.919709,1000,397.46284
213.546722,1000,397.936564
155.599113,1000,398.416871
53.562729,1000,398.892147
81.547419,1000,399.377554
174.657664,1000,399.863574
200.152299,1000,400.342137
133.939038,1000,400.821584
174.40187,1000,401.304806
335.877933,1000,401.781936
74.134179,1000,402.265136
133.201458,1000,402.746703
185.222417,1000,403.138019
167.596967,1000,403.620538
114.22756,1000,404.103285
142.402374,1000,404.583993
208.861272,1000,405.064019
124.386982,1000,405.546806
160.800318,1000,406.039283
300.118356,1000,406.730343
289.556806,1000,407.398916
268.526259,1000,408.066106
208.964372,1000,408.670302
129.90822,1000,409.375951
343.640765,1000,410.049757
166.836505,1000,410.710039
130.228109,1000,411.390687
214.862393,1000,412.055218
193.646796,1000,412.749399
103.021118,1000,413.424062
191.262959,1000,414.114399
200.455469,1000,414.734717
119.159182,1000,415.406265
133.278633,1000,415.886247
144.226312,1000,416.535223
181.511884,1000,417.214129
146.697163,1000,417.883056
222.684849,1000,418.543241
100.547314,1000,419.149855
188.828664,1000,419.736799
180.834757,1000,420.207596
118.542736,1000,420.685734
124.22764,1000,421.163626
150.207787,1000,421.64144
111.214244,1000,422.119781
108.129264,1000,422.596508
161.134728,1000,423.06886
87.851995,1000,423.549632
265.720625,1000,424.023022
104.600339,1000,424.504052
82.686247,1000,424.981588
136.566903,1000,425.458237
115.673751,1000,425.931205
237.291641,1000,426.409718
89.438153,1000,426.892472
186.651016,1000,427.286704
119.495312,1000,427.764033
218.399779,1000,428.238017
101.437778,1000,428.728697
122.084407,1000,429.209519
177.452841,1000,429.688555
97.386074,1000,430.168494
94.243024,1000,430.659676
143.719086,1000,431.145003
88.289779,1000,431.635674
131.083222,1000,432.123009
156.228879,1000,432.622284
74.345639,1000,433.308675
103.322477,1000,433.838288
154.47029,1000,434.356935
111.206452,1000,434.98146
196.969062,1000,435.724459
96.889672,1000,436.271065
116.397497,1000,436.773103
101.443345,1000,437.305505
93.277332,1000,438.042056
121.562495,1000,438.451655
119.766792,1000,438.954744
212.830998,1000,439.45651
136.86219,1000,439.968278
158.580359,1000,440.463013
125.866289,1000,440.96491
202.926234,1000,441.453697
200.60082,1000,441.942657
188.097098,1000,442.431128
138.477847,1000,442.931886
153.173355,1000,443.465835
92.737069,1000,443.995058
86.987987,1000,444.519003
153.375021,1000,445.050022
257.312442,1000,445.675211
132.823699,1000,446.302435
124.764928,1000,446.789448
138.449816,1000,447.291644
120.012503,1000,447.793888
145.645856,1000,448.275127
140.089957,1000,448.759566
183.924667,1000,449.159657
131.571736,1000,449.869801
61.774262,1000,450.368514
153.371037,1000,450.865489
147.305447,1000,451.374886
53.797546,1000,451.880705
201.732668,1000,452.386604
218.441801,1000,452.887894
206.405393,1000,453.390422
167.366406,1000,453.906688
176.533378,1000,454.411202
212.450433,1000,454.910195
175.325405,1000,455.416137
126.831572,1000,455.922392
93.182924,1000,456.540595
135.411815,1000,457.048969
196.902009,1000,457.550492
69.086973,1000,458.040622
142.389063,1000,458.564549
47.809358,1000,459.085625
62.127769,1000,459.601836
216.452373,1000,460.116306
29.121267,1000,460.531816
36.651905,1000,461.029882
29.294604,1000,461.567871
26.996951,1000,462.0719
117.801503,1000,462.583809
110.328368,1000,463.093372
36.054609,1000,463.594675
35.641973,1000,464.122021
31.779231,1000,464.647595
78.232899,1000,465.157075
55.08467,1000,465.679179
66.983762,1000,466.217361
63.973073,1000,466.733291
34.784171,1000,467.246764
77.767257,1000,467.76521
52.390982,1000,468.276004
72.14835,1000,468.806216
52.545537,1000,469.329436
59.128181,1000,469.862592
70.501055,1000,470.399568
70.083175,1000,470.920092
78.637991,1000,471.326813
55.971238,1000,471.85966
76.355998,1000,472.631397
85.350417,1000,473.258623
93.506068,1000,473.781844
51.908038,1000,474.290311
130.137693,1000,474.806313
63.485827,1000,475.346129
101.568847,1000,475.856475
99.821595,1000,476.362665
173.387866,1000,477.091905
187.935186,1000,477.835638
219.767488,1000,478.357082
88.67428,1000,478.876096
151.755839,1000,479.369535
197.693716,1000,479.864265
213.017177,1000,480.353062
112.551095,1000,480.83976
171.674911,1000,481.320244
125.897397,1000,481.799095
87.612106,1000,482.282975
234.56109,1000,482.665619
193.180916,1000,483.153531
146.606421,1000,483.650063
104.952293,1000,484.132375
202.246701,1000,484.611594
190.68051,1000,485.106797
218.185967,1000,485.585368
194.059597,1000,486.082529
212.289086,1000,486.584809
239.682656,1000,487.086216
126.768096,1000,487.580958
289.797236,1000,488.069309
132.65317,1000,488.555612
132.926734,1000,489.045022
180.07617,1000,489.543653
168.263715,1000,490.033065
125.327361,1000,490.527215
146.122045,1000,491.0207
181.165586,1000,491.511014
177.761288,1000,492.0131
143.315629,1000,492.510201
178.606383,1000,492.999652
195.949635,1000,493.401408
181.927033,1000,493.902037
143.352295,1000,494.399403
120.512842,1000,494.895568
58.237763,1000,495.390328
176.843842,1000,495.879555
84.324913,1000,496.368323
203.695007,1000,496.860351
137.800208,1000,497.354422
64.745889,1000,497.851006
37.027358,1000,498.346161
109.709814,1000,498.843689
42.384295,1000,499.336166
41.861841,1000,499.836273
157.972822,1000,500.332074
112.413655,1000,500.826722
107.619061,1000,501.320646
128.70344,1000,501.815966
108.622361,1000,502.307936
188.199754,1000,502.796908
92.705047,1000,503.288731
76.597757,1000,503.692202
142.332973,1000,504.295773
107.993835,1000,504.793267
122.261211,1000,505.284354
108.254347,1000,505.775609
214.397875,1000,506.251539
122.201824,1000,506.750271
107.296798,1000,507.231536
151.775234,1000,507.721834
91.006718,1000,508.210357
134.7582,1000,508.691916
84.16684,1000,509.172514
100.078691,1000,509.653669
100.388288,1000,510.144263
91.68159,1000,510.626613
142.897365,1000,511.112498
86.560712,1000,511.601623
103.578865,1000,512.149378
100.467458,1000,512.713967
119.710893,1000,513.204005
221.267842,1000,513.69322
94.674493,1000,514.107461
107.369007,1000,514.604227
97.883211,1000,515.097977
229.027611,1000,515.6007
183.872631,1000,516.099791
161.178783,1000,516.607299
153.47954,1000,517.204067
81.472323,1000,517.695414
199.948883,1000,518.410264
77.642144,1000,519.114448
91.867648,1000,519.830291
85.328711,1000,520.549769
131.64298,1000,521.274197
85.185525,1000,521.896997
140.044673,1000,522.587379
155.73852,1000,523.28046
71.236665,1000,523.907747
76.093349,1000,524.587939
86.609191,1000,525.263713
41.765024,1000,525.953685
47.30484,1000,526.6387
65.187679,1000,527.323632
83.984909,1000,527.839022
84.73244,1000,528.532502
36.235911,1000,529.231104
67.807627,1000,529.916144
51.223385,1000,530.620234
111.52485,1000,531.293611
83.358038,1000,531.99161
171.099326,1000,532.664626
76.02456,1000,533.324669
109.129254,1000,533.995557
52.581232,1000,534.658289
74.299864,1000,535.301418
132.784554,1000,535.973567
98.871002,1000,536.645757
112.043007,1000,537.329792
96.804304,1000,537.978178
112.587012,1000,538.648842
139.924242,1000,539.342442
59.508106,1000,539.822679
